CryoSleep,RoomService,Spa,VRDeck,Transported,HomePlanet_Earth,HomePlanet_Europa,HomePlanet_Mars,Destination_55 Cancri e,Destination_PSO J318.5-22,Destination_TRAPPIST-1e
1,-0.340589866958155,-0.27666342233874663,-0.26902262771835533,1,0,1,0,0,0,1
0,-0.340589866958155,0.6107543960066318,-0.26902262771835533,0,1,0,0,0,0,1
0,-0.30724144679563203,1.0020007287440733,0.020424756446282964,0,0,1,0,1,0,0
0,1.3647270731708634,-0.23398200422193485,-0.26902262771835533,0,0,0,1,0,0,1
0,-0.340589866958155,0.11191532176639404,0.13073244858219696,0,1,0,0,0,0,1
0,-0.01620068901361286,-0.27666342233874663,0.8155226013619511,1,0,0,1,0,0,1
0,-0.340589866958155,-0.27666342233874663,-0.26902262771835533,1,0,0,1,0,0,1
0,4.308268671919345e-17,0.6036408263204965,-0.26902262771835533,1,0,0,1,0,0,1
1,-0.340589866958155,-0.27666342233874663,-0.26902262771835533,1,0,1,0,1,0,0
0,0.8478265606517564,0.568962174100587,-0.26902262771835533,0,0,0,1,1,0,0
0,-0.340589866958155,-0.2588794981234084,0.08484444865365674,0,1,0,0,1,0,0
0,0.49918398622537935,2.0405819029198264,-0.26902262771835533,0,1,0,0,1,0,0
1,-0.340589866958155,-0.27666342233874663,-0.26902262771835533,0,1,0,0,1,0,0
1,-0.340589866958155,-0.27666342233874663,-0.26902262771835533,1,1,0,0,0,0,1
0,-0.340589866958155,1.95610826289697,0.4854819864912964,0,0,1,0,0,0,1
1,-0.340589866958155,-0.27666342233874663,-0.26902262771835533,0,1,0,0,0,0,1
1,-0.340589866958155,-0.27666342233874663,-0.26902262771835533,1,1,0,0,1,0,0
1,-0.340589866958155,-0.27666342233874663,-0.26902262771835533,1,1,0,0,0,1,0
0,1.1297722947530875,-0.27666342233874663,-0.21254508934476737,0,0,0,1,0,0,1
1,-0.340589866958155,-0.27666342233874663,-0.26902262771835533,1,0,0,1,0,0,0
0,0.8569215843324446,-5.0544952658066925e-17,-0.26902262771835533,0,1,0,0,1,0,0
0,-0.340589866958155,0.9495381523088254,-0.15695001250826673,0,1,0,0,0,0,1
0,-0.3345265178376963,3.8874424326827035,-0.26902262771835533,0,1,0,0,0,0,1
0,-0.340589866958155,-0.27666342233874663,-0.268140166181268,1,1,0,0,0,0,1
0,-0.340589866958155,-0.27666342233874663,-0.26902262771835533,1,0,1,0,0,0,1
1,-0.340589866958155,-0.27666342233874663,-0.26902262771835533,1,0,1,0,0,0,1
0,0.08232873419384154,-0.022353306059409713,-0.26637524310709343,1,0,1,0,0,0,1
1,-0.340589866958155,-0.27666342233874663,-0.26902262771835533,0,1,0,0,0,1,0
0,-0.2723771893529943,0.9477597598872917,-0.268140166181268,0,1,0,0,0,0,1
0,-0.340589866958155,-0.26154708675570915,-0.24696108929117255,0,1,0,0,0,0,1
1,-0.340589866958155,-0.27666342233874663,-0.26902262771835533,1,0,0,1,0,0,1
1,-0.340589866958155,-0.27666342233874663,-0.26902262771835533,1,0,0,0,0,0,1
0,-0.33907402967804035,-0.27666342233874663,0.13690967934180814,0,1,0,0,0,0,1
1,-0.340589866958155,-0.27666342233874663,-0.26902262771835533,1,1,0,0,0,1,0
0,-0.33907402967804035,-0.27666342233874663,-0.26902262771835533,1,1,0,0,0,0,1
0,2.609229480145018,-0.27666342233874663,-0.24784355082825987,0,1,0,0,1,0,0
0,0.8614690961727886,-0.05169678101471782,-0.26902262771835533,0,0,0,1,0,0,1
0,1.0039578005035688,-0.27132824507414516,-0.26902262771835533,1,1,0,0,0,0,1
0,-0.05258078373636525,-0.27577422612797975,0.37164444820703313,0,1,0,0,0,0,1
0,-0.31633647047632013,-0.27666342233874663,-0.22313462778981513,0,1,0,0,0,0,1
0,-0.340589866958155,-0.27666342233874663,0.6690339862054573,0,1,0,0,0,0,1
0,-0.2708613520728796,-0.27666342233874663,-0.2584330892733076,0,0,0,1,0,1,0
0,-0.33907402967804035,-0.27666342233874663,0.17750291004782448,1,0,1,0,0,0,1
0,-0.11776178678129663,-0.27666342233874663,-0.26902262771835533,1,0,0,1,0,0,1
0,-0.3193681450365495,-0.27666342233874663,-0.26902262771835533,1,0,0,1,0,0,1
0,-0.340589866958155,0.008768561317432217,8.250261051322553,0,0,1,0,0,0,1
1,-0.340589866958155,-0.27666342233874663,-0.26902262771835533,0,1,0,0,0,0,1
0,10.885701029571187,-0.27666342233874663,-0.26902262771835533,0,0,0,1,0,0,1
1,-0.340589866958155,-0.27666342233874663,-0.26902262771835533,1,0,0,1,0,0,1
0,-0.340589866958155,-0.27666342233874663,-0.26902262771835533,1,0,0,1,0,0,1
0,0.7023061817607469,-0.27666342233874663,-0.25402078158787106,1,1,0,0,0,0,1
1,-0.340589866958155,-0.27666342233874663,-0.26902262771835533,1,0,1,0,0,0,1
0,-0.02074820085395691,0.29064376013054344,0.18368014080743567,0,1,0,0,0,0,1
1,-0.340589866958155,-0.27666342233874663,-0.26902262771835533,1,0,0,1,0,1,0
1,-0.340589866958155,-0.27666342233874663,-0.26902262771835533,1,1,0,0,0,0,1
1,4.308268671919345e-17,-0.27666342233874663,-0.26902262771835533,1,1,0,0,0,0,1
0,-0.33907402967804035,-0.10949453471456712,-0.26902262771835533,0,1,0,0,0,0,1
0,-0.340589866958155,-0.27577422612797975,-0.23901893545738676,0,1,0,0,0,0,1
1,-0.340589866958155,-0.27666342233874663,-0.26902262771835533,1,1,0,0,0,0,1
1,-0.340589866958155,-0.27666342233874663,-0.26902262771835533,1,1,0,0,0,0,1
0,-0.340589866958155,-0.2739958337064459,0.29310537140626236,0,0,1,0,0,0,1
0,-0.340589866958155,-0.24820914359420546,-0.26902262771835533,0,1,0,0,0,0,1
0,-0.340589866958155,-0.27666342233874663,-0.1922484739917592,1,1,0,0,0,0,1
0,0.1308355271575114,-0.2437631625403709,-0.26902262771835533,0,1,0,0,0,1,0
-1,-0.340589866958155,-0.27666342233874663,-0.26902262771835533,1,1,0,0,0,0,1
1,-0.340589866958155,-0.27666342233874663,-0.26902262771835533,1,0,0,1,0,0,1
0,-0.340589866958155,0.46136943259779056,-0.18871862784340995,0,1,0,0,0,0,1
0,-0.340589866958155,-0.27666342233874663,-0.25402078158787106,1,1,0,0,0,0,1
1,-0.340589866958155,-0.27666342233874663,-0.26902262771835533,1,1,0,0,1,0,0
1,-0.340589866958155,-0.27666342233874663,-0.26902262771835533,0,1,0,0,0,0,1
-1,-0.340589866958155,-0.2748850299172128,-0.15342016635991748,0,1,0,0,0,0,1
0,2.3015145122817375,-0.27666342233874663,-0.26902262771835533,0,0,0,1,0,0,1
1,-0.340589866958155,-0.27666342233874663,-0.26902262771835533,0,1,0,0,0,0,1
0,0.5113106844662968,-0.27666342233874663,-0.26902262771835533,0,1,0,0,0,0,1
0,-0.340589866958155,-0.27666342233874663,-0.26902262771835533,1,1,0,0,0,0,1
0,-0.340589866958155,3.216988489764452,0.40517798661635096,0,0,1,0,0,0,1
-1,-0.340589866958155,-0.27666342233874663,1.21968998534794,0,0,1,0,0,0,1
0,3.00789468481518,1.3843550993738456,0.12367275628549847,1,0,1,0,0,0,1
1,-0.340589866958155,-0.27666342233874663,-0.26902262771835533,1,0,1,0,0,0,1
1,-0.340589866958155,-0.27666342233874663,-0.26902262771835533,1,0,1,0,0,0,1
0,-0.340589866958155,-0.26154708675570915,-0.2575506277362203,1,0,1,0,1,0,0
0,-0.340589866958155,-0.27666342233874663,-0.26902262771835533,1,1,0,0,0,0,1
0,-0.21629120998875104,-0.06503472417622151,-0.268140166181268,0,1,0,0,0,0,1
-1,-0.340589866958155,-0.27666342233874663,-1.0032426156241308e-16,1,0,0,1,0,0,1
0,-0.33907402967804035,-0.2659930678095437,0.08749183326491868,1,0,1,0,0,0,1
0,-0.340589866958155,-0.21886566863889734,5.818197055109922,0,0,0,0,0,0,1
1,-0.340589866958155,-0.27666342233874663,-0.26902262771835533,1,0,1,0,0,0,1
1,-0.340589866958155,-0.27666342233874663,-1.0032426156241308e-16,1,0,0,1,0,0,1
0,-0.340589866958155,0.3448847289873251,-0.20372047397389426,0,1,0,0,0,0,1
0,-0.2572188165518475,-0.27666342233874663,-0.268140166181268,0,1,0,0,0,0,1
1,-0.340589866958155,-0.27666342233874663,-0.26902262771835533,1,0,0,1,0,0,1
0,0.7220120664022377,-0.27666342233874663,-0.24696108929117255,0,0,0,1,0,0,1
0,3.2261752531516947,0.0043225802635976545,-0.26725770464418075,0,0,0,1,0,0,1
0,2.8472159331230236,-0.27666342233874663,-0.26902262771835533,0,0,0,1,0,0,1
1,-0.340589866958155,-0.27666342233874663,-0.26902262771835533,1,1,0,0,0,1,0
1,-0.340589866958155,-0.27666342233874663,-0.26902262771835533,1,0,0,1,0,0,1
0,3.8097726059958474,-0.27666342233874663,-0.26902262771835533,0,0,0,1,0,0,1
0,-0.340589866958155,-0.27666342233874663,-0.26902262771835533,1,1,0,0,0,0,1
0,-0.19355365078703077,-0.25443351706957384,-0.2204872431785532,0,1,0,0,0,1,0
1,-0.340589866958155,-0.27666342233874663,-0.26902262771835533,1,1,0,0,0,0,1
0,-0.340589866958155,0.2248432405337919,-0.08635308954128178,0,1,0,0,0,0,0
1,-0.340589866958155,-0.27666342233874663,-0.26902262771835533,1,0,1,0,1,0,0
1,-0.340589866958155,-0.27666342233874663,-0.26902262771835533,1,1,0,0,0,0,1
0,0.3263785362923055,-0.27666342233874663,0.13867460241598276,0,1,0,0,0,0,1
0,4.308268671919345e-17,-0.27666342233874663,-0.26902262771835533,0,0,0,1,0,0,1
0,-0.340589866958155,-0.27666342233874663,-0.26902262771835533,1,1,0,0,0,0,1
0,-0.340589866958155,-0.27666342233874663,-0.26902262771835533,0,1,0,0,0,0,1
1,-0.340589866958155,-0.27666342233874663,-0.26902262771835533,1,1,0,0,0,0,1
0,1.2843876973247852,-0.27666342233874663,-0.20195555089971964,0,0,0,1,0,0,1
1,-0.340589866958155,-0.27666342233874663,-0.26902262771835533,1,1,0,0,1,0,0
1,-0.340589866958155,-0.27666342233874663,-0.26902262771835533,0,1,0,0,1,0,0
0,-0.340589866958155,-0.27666342233874663,0.266631525293643,0,1,0,0,0,0,0
0,5.903143889834225,-0.27666342233874663,-0.21519247395602933,0,1,0,0,0,0,1
1,-0.340589866958155,-0.27666342233874663,-0.26902262771835533,1,0,1,0,0,0,1
1,-0.340589866958155,-0.27666342233874663,-0.26902262771835533,1,0,1,0,0,0,1
0,-0.2647980029524209,-5.0544952658066925e-17,-0.14989032021156823,1,1,0,0,0,0,1
1,-0.340589866958155,-0.27666342233874663,-0.26902262771835533,0,1,0,0,0,1,0
1,-0.340589866958155,-0.27666342233874663,-0.26902262771835533,1,0,0,1,0,0,1
1,-0.340589866958155,-0.27666342233874663,-0.26902262771835533,1,0,0,1,0,0,1
0,1.7285280203983873,-0.25710110570187455,-0.14812539713739362,0,0,0,1,0,0,1
1,-0.340589866958155,-0.27666342233874663,-0.26902262771835533,0,1,0,0,0,0,1
0,-0.340589866958155,-0.08015105975925901,0.2313330638101505,0,1,0,0,0,0,1
1,-0.340589866958155,-0.27666342233874663,-0.26902262771835533,1,1,0,0,0,1,0
1,-0.340589866958155,-0.27666342233874663,-0.26902262771835533,1,1,0,0,0,0,1
-1,-0.340589866958155,-0.2722174412849121,-0.26902262771835533,1,1,0,0,0,0,1
0,0.094455432434759,-0.17440585810055173,-0.11459185872807576,0,1,0,0,1,0,0
0,-0.340589866958155,13.034603852841931,1.59385367707296,0,0,1,0,0,0,1
0,4.834478607353374,-0.2517659284372731,-0.16400970480496524,0,0,0,1,0,0,1
0,-0.33907402967804035,-0.2748850299172128,-0.2593155508103949,1,1,0,0,0,0,1
0,-0.340589866958155,-0.27666342233874663,-0.26902262771835533,0,1,0,0,0,0,1
0,-0.340589866958155,-0.27666342233874663,-0.26902262771835533,1,1,0,0,0,0,1
0,-0.340589866958155,-0.010793755319439855,-0.18783616630632266,0,1,0,0,0,0,1
1,-0.340589866958155,-0.27666342233874663,-0.26902262771835533,1,0,1,0,0,0,1
0,-0.3148206331962054,-0.27666342233874663,-0.06429155111409898,1,1,0,0,0,0,1
0,-0.24660795559104468,-0.27666342233874663,0.5746106017371149,0,1,0,0,0,0,1
1,-0.340589866958155,-0.27666342233874663,-0.26902262771835533,1,1,0,0,0,0,1
0,-0.21325953542852166,-0.09704578776383035,-0.18254139708379877,0,1,0,0,1,0,0
1,-0.340589866958155,-0.27666342233874663,-0.26902262771835533,0,1,0,0,1,0,0
1,-0.340589866958155,-0.27666342233874663,-0.26902262771835533,1,1,0,0,0,0,1
0,-0.340589866958155,-0.27666342233874663,-0.26902262771835533,0,1,0,0,0,0,1
0,-0.340589866958155,0.5218347749299406,-0.26902262771835533,0,1,0,0,0,0,1
1,-0.340589866958155,-0.27666342233874663,-0.26902262771835533,1,0,0,1,0,0,1
0,4.308268671919345e-17,0.6765549156033833,-0.26902262771835533,0,0,0,1,0,0,1
0,-0.340589866958155,-0.27666342233874663,-0.26902262771835533,1,0,0,1,0,0,1
0,0.2748400687684063,-0.27666342233874663,-0.26902262771835533,1,0,0,1,0,0,1
0,1.2540709517224915,-0.27666342233874663,-0.26284539695874415,0,0,0,1,0,1,0
0,-0.340589866958155,0.43024756522094865,0.238392756106849,0,0,1,0,0,0,1
-1,-0.340589866958155,-0.27666342233874663,-0.26902262771835533,1,1,0,0,0,1,0
1,-0.340589866958155,-0.27666342233874663,-0.26902262771835533,0,1,0,0,0,0,1
1,-0.340589866958155,-0.27666342233874663,-0.26902262771835533,1,1,0,0,0,0,1
1,-0.340589866958155,-0.27666342233874663,-0.26902262771835533,1,0,1,0,0,0,1
1,-0.340589866958155,-0.27666342233874663,-0.26902262771835533,1,0,1,0,0,0,1
1,-0.340589866958155,-0.27666342233874663,-0.26902262771835533,1,0,1,0,1,0,0
0,-0.340589866958155,0.5040508507146024,0.12190783321132384,1,0,1,0,1,0,0
1,-0.340589866958155,-0.27666342233874663,-0.26902262771835533,1,0,1,0,0,0,1
0,-0.340589866958155,-0.27666342233874663,0.3531127559281996,0,1,0,0,0,0,1
0,-0.33755819239792567,0.7236823147740297,-0.16136232019370328,1,0,1,0,1,0,0
1,-0.340589866958155,-0.27666342233874663,-0.26902262771835533,0,1,0,0,0,1,0
1,-0.340589866958155,-0.27666342233874663,-0.26902262771835533,1,0,0,0,1,0,0
0,1.026695359705289,-0.27666342233874663,-0.26902262771835533,1,0,0,1,0,0,1
1,-0.340589866958155,-0.27666342233874663,-0.26902262771835533,1,0,0,1,0,0,1
0,0.9448401465790962,-0.1148297119791686,-0.26902262771835533,0,0,0,1,0,0,1
0,-0.04954910917613589,-0.23131441558963411,0.3831164481891682,0,1,0,0,0,0,1
0,-0.11776178678129663,-0.2677714602310775,0.07248998713443437,0,1,0,0,0,0,1
0,0.21572241484393365,-0.27666342233874663,-0.14018324330360782,0,1,0,0,0,0,1
0,-0.340589866958155,-0.27666342233874663,1.423538600415109,0,1,0,0,1,0,0
0,1.9589352869758192,-0.25265512464804,-0.26902262771835533,0,1,0,0,0,0,1
1,-0.340589866958155,-0.27666342233874663,-0.26902262771835533,1,1,0,0,0,0,1
1,-0.340589866958155,-0.27666342233874663,-0.26902262771835533,1,1,0,0,0,0,1
0,-0.340589866958155,-0.27666342233874663,-0.26902262771835533,1,1,0,0,0,0,1
1,-0.340589866958155,-0.27666342233874663,-0.26902262771835533,0,1,0,0,0,0,1
0,-0.1556577187841637,-0.27666342233874663,-0.26902262771835533,0,1,0,0,0,0,1
0,-0.340589866958155,-0.27666342233874663,0.7008026015406005,0,1,0,0,0,0,1
0,-0.340589866958155,-0.27666342233874663,-0.26902262771835533,0,1,0,0,1,0,0
1,-0.340589866958155,-0.27666342233874663,-0.26902262771835533,1,1,0,0,0,0,1
0,3.050338128658391,-0.27666342233874663,-0.26902262771835533,0,0,0,1,1,0,0
0,1.5011524283811848,-0.2748850299172128,-0.26902262771835533,0,0,0,1,0,0,1
0,2.589523595503527,-0.27577422612797975,-0.26902262771835533,0,0,0,1,0,0,1
1,-0.340589866958155,-0.27666342233874663,-0.26902262771835533,1,0,0,1,0,0,1
0,1.523889987582905,-0.23842798527576942,0.6337355247219648,0,0,0,1,0,0,1
0,1.0464012443467798,-0.06859150901928915,-0.26902262771835533,0,0,0,1,0,0,1
1,-0.340589866958155,-0.27666342233874663,-0.26902262771835533,0,0,0,1,0,0,1
0,1.7906773488830894,-0.2668822640203106,-0.26902262771835533,0,0,0,1,0,0,1
1,-0.340589866958155,-0.27666342233874663,-0.26902262771835533,1,0,0,1,0,0,1
1,-0.340589866958155,-0.27666342233874663,-0.26902262771835533,1,0,0,1,0,0,1
0,-0.340589866958155,-0.27666342233874663,-0.26108047388456956,0,1,0,0,0,0,1
0,-0.0662233192573974,1.176283186054388,-0.26902262771835533,0,0,0,1,0,0,1
1,-0.340589866958155,-0.27666342233874663,-0.26902262771835533,1,1,0,0,0,1,0
0,-0.3345265178376963,0.35733347593806186,-0.1993081662884577,0,1,0,0,0,0,1
0,-0.211743698148407,1.2527540601803426,-0.26902262771835533,0,0,0,1,0,0,1
1,-0.340589866958155,-0.27666342233874663,-0.26902262771835533,0,1,0,0,0,1,0
0,-0.2557029792717328,1.0020007287440733,-0.26902262771835533,0,0,0,1,0,0,1
0,4.308268671919345e-17,-0.27666342233874663,-0.26902262771835533,0,1,0,0,0,0,1
1,-0.340589866958155,-0.27666342233874663,-0.26902262771835533,1,0,1,0,0,0,1
0,0.624998480474898,-0.1948573709481907,0.012482602612497158,0,0,0,1,0,0,1
1,-0.340589866958155,-0.27666342233874663,-0.26902262771835533,1,0,0,1,0,0,1
-1,-0.340589866958155,4.002148743871635,0.7158044476710849,0,0,1,0,1,0,0
0,0.13386720171774077,-0.02502089469171045,-0.26902262771835533,0,0,0,0,0,0,1
1,-0.340589866958155,-0.27666342233874663,-0.26902262771835533,0,1,0,0,0,0,1
1,-0.340589866958155,-0.27666342233874663,-0.26902262771835533,1,0,0,1,0,0,1
1,-0.340589866958155,-0.27666342233874663,-0.26902262771835533,1,0,0,1,1,0,0
0,-0.340589866958155,-0.27666342233874663,-0.26284539695874415,1,0,1,0,1,0,0
0,-0.340589866958155,0.24262716474913015,9.360397664978391,0,0,1,0,0,0,1
0,4.126582597539816,-0.25265512464804,-0.26902262771835533,0,0,0,1,0,0,1
0,-0.340589866958155,7.388207914472037,0.6690339862054573,0,0,1,0,0,0,1
1,4.308268671919345e-17,-0.27666342233874663,-0.26902262771835533,0,1,0,0,0,1,0
1,-0.340589866958155,-0.27666342233874663,-0.26902262771835533,1,0,0,0,1,0,0
0,0.1672156218802638,-0.27666342233874663,-0.26902262771835533,0,1,0,0,0,0,1
0,0.07171787323303876,-0.27666342233874663,-0.268140166181268,0,1,0,0,0,0,1
0,0.7235279036823524,-0.2748850299172128,-0.26372785849583147,1,1,0,0,0,0,1
1,-0.340589866958155,-0.27666342233874663,-0.26902262771835533,1,0,1,0,0,0,1
0,2.1817633671526777,-0.27666342233874663,-0.26902262771835533,0,0,0,1,1,0,0
1,-0.340589866958155,-0.27666342233874663,-0.26902262771835533,1,0,0,1,0,0,1
0,-0.340589866958155,-0.010793755319439855,-0.18783616630632266,0,1,0,0,0,0,1
0,-0.340589866958155,0.5956380604235944,1.5435533694589834,0,0,1,0,0,0,1
0,-0.24054460647058595,-0.27666342233874663,0.4395939865627561,0,1,0,0,0,0,1
1,-0.340589866958155,-0.27666342233874663,-0.26902262771835533,1,1,0,0,0,0,1
1,-0.340589866958155,-5.0544952658066925e-17,-0.26902262771835533,1,0,1,0,0,0,1
0,-0.16172106790462243,0.39379052057950525,-0.268140166181268,0,1,0,0,0,0,1
0,-0.340589866958155,-0.27666342233874663,-0.26902262771835533,1,1,0,0,1,0,0
0,-0.340589866958155,-0.27666342233874663,0.8252296782699114,0,1,0,0,0,0,1
1,-0.340589866958155,-0.27666342233874663,-0.26902262771835533,1,0,1,0,1,0,0
0,-0.273893026633109,-0.2295360231681003,-0.26902262771835533,1,1,0,0,1,0,0
0,-0.340589866958155,0.5129428128222715,-1.0032426156241308e-16,0,1,0,0,0,0,1
0,-0.340589866958155,-0.26421467538800986,0.024837064131719523,0,1,0,0,0,0,1
0,-0.340589866958155,-0.27666342233874663,-0.26902262771835533,1,1,0,0,0,0,1
0,-0.340589866958155,-0.27666342233874663,-0.26902262771835533,1,1,0,0,0,0,1
1,-0.340589866958155,-0.27666342233874663,-0.26902262771835533,1,1,0,0,0,1,0
0,-0.1192776240614113,-0.27666342233874663,-0.26725770464418075,1,1,0,0,0,0,1
1,-0.340589866958155,-0.27666342233874663,-0.26902262771835533,1,0,1,0,0,0,1
1,-0.340589866958155,-0.27666342233874663,-0.26902262771835533,1,0,1,0,1,0,0
0,-0.336042355117811,-0.13261363619450683,-0.2575506277362203,0,1,0,0,1,0,0
1,-0.340589866958155,-0.27666342233874663,-0.26902262771835533,1,0,1,0,1,0,0
0,-0.340589866958155,-0.27132824507414516,1.0193712164291202,0,0,1,0,0,0,1
0,-0.340589866958155,-0.27666342233874663,0.461655524989939,0,1,0,0,1,0,0
1,-0.340589866958155,-0.27666342233874663,-0.26902262771835533,1,0,1,0,1,0,0
0,-0.340589866958155,0.7521365935185709,-0.03781770500147962,1,0,1,0,1,0,0
1,-0.340589866958155,-0.27666342233874663,-0.26902262771835533,1,0,1,0,0,0,1
-1,-0.340589866958155,-0.27666342233874663,-0.26902262771835533,1,0,1,0,0,0,1
0,-0.340589866958155,-0.27666342233874663,-0.26902262771835533,1,0,1,0,1,0,0
0,-0.340589866958155,0.6925604473971878,-0.26902262771835533,1,0,1,0,0,0,1
1,-0.340589866958155,-5.0544952658066925e-17,-0.26902262771835533,1,0,1,0,0,0,1
0,-0.20416451174783357,-0.26154708675570915,-0.26902262771835533,1,1,0,0,0,0,1
1,-0.340589866958155,-0.27666342233874663,-0.26902262771835533,1,0,1,0,1,0,0
1,-0.340589866958155,-0.27666342233874663,-0.26902262771835533,0,1,0,0,0,0,1
0,-0.340589866958155,-0.27666342233874663,0.9399496780912621,0,1,0,0,0,0,1
1,-0.340589866958155,-0.27666342233874663,-0.26902262771835533,1,0,0,0,0,0,1
0,-0.340589866958155,1.3692387637908081,4.289773672874698,0,0,1,0,0,0,1
0,-0.340589866958155,-0.2588794981234084,1.909774907350218,0,0,1,0,1,0,0
0,0.21723825212404832,-0.27577422612797975,-0.17989401247253684,0,1,0,0,0,0,1
0,-0.340589866958155,-0.27666342233874663,-0.26902262771835533,1,1,0,0,0,0,1
0,1.4693198454987766,-0.27132824507414516,-0.26902262771835533,0,1,0,0,0,0,1
0,4.308268671919345e-17,3.7033788170539528,-0.05634939728031317,0,0,1,0,0,0,1
0,-0.32997900599735225,-0.27666342233874663,-0.2654927815700061,1,1,0,0,0,1,0
1,-0.340589866958155,-0.27666342233874663,-0.26902262771835533,1,1,0,0,1,0,0
0,0.16115227275980507,0.00610097268513148,-0.26902262771835533,1,1,0,0,1,0,0
0,-0.340589866958155,-0.27666342233874663,-0.26902262771835533,1,1,0,0,1,0,0
0,0.24452332316611264,-0.27666342233874663,0.9046512166077696,0,1,0,0,1,0,0
1,-0.340589866958155,-0.27666342233874663,-0.26902262771835533,1,0,0,0,0,1,0
0,-0.340589866958155,-0.12550006650837153,-0.26902262771835533,1,0,1,0,0,0,1
1,-0.340589866958155,-0.27666342233874663,-1.0032426156241308e-16,1,0,1,0,0,0,1
0,-0.340589866958155,-5.0544952658066925e-17,-0.26902262771835533,0,1,0,0,0,0,1
0,-0.340589866958155,-0.27666342233874663,-1.0032426156241308e-16,0,1,0,0,0,0,1
0,1.2025324841985923,-0.27666342233874663,-0.26902262771835533,0,0,0,0,0,0,1
1,-0.340589866958155,-0.27666342233874663,-0.26902262771835533,0,1,0,0,0,1,0
1,-0.340589866958155,-0.27666342233874663,-0.26902262771835533,0,1,0,0,1,0,0
1,-0.340589866958155,-0.27666342233874663,-0.26902262771835533,0,1,0,0,0,0,1
0,-0.3148206331962054,-0.27666342233874663,-0.26725770464418075,1,1,0,0,0,0,1
0,-0.340589866958155,-0.27666342233874663,-0.26902262771835533,1,0,1,0,0,0,1
0,0.03382194123017168,-0.23576039664346868,-0.09076539722671834,1,0,1,0,0,0,1
0,0.3309260481326496,-0.1450623831452436,0.8428789090116577,0,0,1,0,0,0,1
0,-0.340589866958155,-0.27666342233874663,0.21809614075384084,0,1,0,0,0,0,1
1,-0.340589866958155,-0.27666342233874663,-0.26902262771835533,1,0,0,1,1,0,0
0,8.322420188897258,1.035790184753216,-0.26902262771835533,0,0,0,1,0,0,1
0,0.7129170427215497,-0.27666342233874663,-0.26902262771835533,0,1,0,0,0,0,1
1,-0.340589866958155,-0.27666342233874663,-0.26902262771835533,1,0,0,1,1,0,0
0,0.2915142788496678,-0.2739958337064459,0.6637392169829334,1,0,0,1,0,0,1
0,-0.340589866958155,-0.27666342233874663,-0.26902262771835533,1,0,0,1,1,0,0
1,-0.340589866958155,-0.27666342233874663,-0.26902262771835533,1,1,0,0,0,0,1
